DATE,USALORSGPNOSTSAM
2008-12-01,98.8773597212314
2009-01-01,98.4821172884083
2009-02-01,98.1676172240633
2009-03-01,97.9415461212438
2009-04-01,97.7992065206115
2009-05-01,97.7327401394591
2009-06-01,97.7341548604226
2009-07-01,97.7928215275773
2009-08-01,97.8984609913584
2009-09-01,98.0399250278959
2009-10-01,98.2004834185446
2009-11-01,98.3643577800155
2009-12-01,98.521800232535
2010-01-01,98.673835099263
2010-02-01,98.8262682615871
2010-03-01,98.9838833141329
2010-04-01,99.144407948913
2010-05-01,99.3012964047469
2010-06-01,99.4461469500858
2010-07-01,99.5712261250599
2010-08-01,99.6689798520767
2010-09-01,99.73279384135
2010-10-01,99.7595447593441
2010-11-01,99.7494201226383
2010-12-01,99.708207317242
2011-01-01,99.6520244139897
2011-02-01,99.5988331248074
2011-03-01,99.5609152504878
2011-04-01,99.5370258589212
2011-05-01,99.521765708519
2011-06-01,99.5137347264388
2011-07-01,99.5228802181001
2011-08-01,99.5628640910651
2011-09-01,99.6420671638553
2011-10-01,99.7521900583549
2011-11-01,99.8771221582795
2011-12-01,99.9993930582568
2012-01-01,100.105418983669
2012-02-01,100.184918030193
2012-03-01,100.231330041376
2012-04-01,100.243969091286
2012-05-01,100.225173967999
2012-06-01,100.179719529353
2012-07-01,100.116332797152
2012-08-01,100.045336631165
2012-09-01,99.9774726589531
2012-10-01,99.9231719043854
2012-11-01,99.8901989999924
2012-12-01,99.8802269245206
2013-01-01,99.8837649359761
2013-02-01,99.8885804742474
2013-03-01,99.8869946010592
2013-04-01,99.8829444945851
2013-05-01,99.8848279088115
2013-06-01,99.8984291506072
2013-07-01,99.9193241656194
2013-08-01,99.9374918679541
2013-09-01,99.9412765339406
2013-10-01,99.9214365460869
2013-11-01,99.874613900159
2013-12-01,99.8083646893043
2014-01-01,99.7479636620021
2014-02-01,99.7232129050617
2014-03-01,99.7548812674915
2014-04-01,99.838546496717
2014-05-01,99.957085139718
2014-06-01,100.089200235931
2014-07-01,100.21534657589
2014-08-01,100.320549339361
2014-09-01,100.397583701949
2014-10-01,100.451555216308
2014-11-01,100.492122607302
2014-12-01,100.52728441382
2015-01-01,100.558075575482
2015-02-01,100.581049786693
2015-03-01,100.591019792895
2015-04-01,100.584303943811
2015-05-01,100.55824351967
2015-06-01,100.511877329425
2015-07-01,100.447961414818
2015-08-01,100.371259682497
2015-09-01,100.288078649721
2015-10-01,100.206708257516
2015-11-01,100.134757150804
2015-12-01,100.076376369881
2016-01-01,100.028818402521
2016-02-01,99.9869676352892
2016-03-01,99.9470481098482
2016-04-01,99.909886541797
2016-05-01,99.8782947367967
2016-06-01,99.8542541804712
2016-07-01,99.8356991547517
2016-08-01,99.8187865464346
2016-09-01,99.7997421746009
2016-10-01,99.776563458178
2016-11-01,99.7488252543836
2016-12-01,99.7177669336753
2017-01-01,99.686691798812
2017-02-01,99.6602899991004
2017-03-01,99.6439597161746
2017-04-01,99.6427930395569
2017-05-01,99.6613662593318
2017-06-01,99.7024360212305
2017-07-01,99.7642065753154
2017-08-01,99.842521883349
2017-09-01,99.931542476678
2017-10-01,100.023211957819
2017-11-01,100.109668272473
2017-12-01,100.185452228622
2018-01-01,100.2500774739
2018-02-01,100.305219977572
2018-03-01,100.352701366371
2018-04-01,100.393156656771
2018-05-01,100.425454791793
2018-06-01,100.446639825334
2018-07-01,100.452478689981
2018-08-01,100.439429733882
2018-09-01,100.407732267583
2018-10-01,100.36585929712
2018-11-01,100.325465971826
2018-12-01,100.29714106634
2019-01-01,100.286134129811
2019-02-01,100.294600313047
2019-03-01,100.322634950133
2019-04-01,100.367945586074
2019-05-01,100.426854311849
2019-06-01,100.494091924555
2019-07-01,100.561648880075
2019-08-01,100.621560221251
2019-09-01,100.668702600443
2019-10-01,100.704170063037
2019-11-01,100.730653303055
